circID	chr	start	end	geneID	strand
11__108267170__108267342__ENSG00000149311	11	108267170	108267342	ENSG00000149311	+
12__116230532__116237705__ENSG00000123066	12	116230532	116237705	ENSG00000123066	-
17__45513184__45519518__ENSG00000214425	17	45513184	45519518	ENSG00000214425	-
13__99238426__99244624__ENSG00000134882	13	99238426	99244624	ENSG00000134882	+
10__7797046__7802854__ENSG00000165629	10	7797046	7802854	ENSG00000165629	+
5__57246299__57251141__ENSG00000062194	5	57246299	57251141	ENSG00000062194	+
5__139600371__139614966__ENSG00000131508	5	139600371	139614966	ENSG00000131508	+
1__205616477__205623891__ENSG00000158711	1	205616477	205623891	ENSG00000158711	-
10__15816834__15847943__ENSG00000148481	10	15816834	15847943	ENSG00000148481	-
3__196391812__196403019__ENSG00000163960	3	196391812	196403019	ENSG00000163960	-
11__77619605__77625818__ENSG00000074201	11	77619605	77625818	ENSG00000074201	-
14__39276933__39279537__ENSG00000150527	14	39276933	39279537	ENSG00000150527	+
15__41668827__41669958__ENSG00000174197	15	41668827	41669958	ENSG00000174197	+
14__39179090__39179462__ENSG00000100941	14	39179090	39179462	ENSG00000100941	+
6__116698703__116705160__ENSG00000196911	6	116698703	116705160	ENSG00000196911	+
12__28255580__28307749__ENSG00000123106	12	28255580	28307749	ENSG00000123106	+
2__61522610__61533903__ENSG00000082898	2	61522610	61533903	ENSG00000082898	-
1__26942659__26943065__ENSG00000090273	1	26942659	26943065	ENSG00000090273	+
15__80120327__80122800__ENSG00000086666	15	80120327	80122800	ENSG00000086666	+
19__29985222__29986417__ENSG00000105176	19	29985222	29986417	ENSG00000105176	+
12__28225794__28259442__ENSG00000123106	12	28225794	28259442	ENSG00000123106	+
7__23611170__23611553__ENSG00000169193	7	23611170	23611553	ENSG00000169193	+
18__24064139__24069271__ENSG00000168234	18	24064139	24069271	ENSG00000168234	+
16__68121986__68123121__ENSG00000072736	16	68121986	68123121	ENSG00000072736	+
8__668597__674047__ENSG00000104714	8	668597	674047	ENSG00000104714	-
8__37765525__37766355__ENSG00000147471	8	37765525	37766355	ENSG00000147471	+
16__31722625__31723353__ENSG00000197302	16	31722625	31723353	ENSG00000197302	+
12__120782654__120784593__ENSG00000157837	12	120782654	120784593	ENSG00000157837	-
3__5174016__5174414__ENSG00000134108	3	5174016	5174414	ENSG00000134108	+
11__77683709__77693611__ENSG00000048649	11	77683709	77693611	ENSG00000048649	-
15__25405460__25411971__ENSG00000114062	15	25405460	25411971	ENSG00000114062	-
14__32090501__32094386__ENSG00000100852	14	32090501	32094386	ENSG00000100852	+
5__70219917__70222015__ENSG00000253816	5	70219917	70222015	ENSG00000253816	-
7__100023418__100024307__ENSG00000106261	7	100023418	100024307	ENSG00000106261	+
5__65988634__65994864__ENSG00000112851	5	65988634	65994864	ENSG00000112851	+
20__32366383__32369123__ENSG00000171456	20	32366383	32369123	ENSG00000171456	+
3__67495797__67508903__ENSG00000172340	3	67495797	67508903	ENSG00000172340	-
14__96833466__96860735__ENSG00000100749	14	96833466	96860735	ENSG00000100749	+
11__108176245__108177090__ENSG00000149308	11	108176245	108177090	ENSG00000149308	-
7__92294888__92327900__ENSG00000001629	7	92294888	92327900	ENSG00000001629	+
3__170136418__170149244__ENSG00000173889	3	170136418	170149244	ENSG00000173889	-
20__36911217__36912552__ENSG00000101347	20	36911217	36912552	ENSG00000101347	-
10__15833629__15847943__ENSG00000148481	10	15833629	15847943	ENSG00000148481	-
1__41070594__41075451__ENSG00000010803	1	41070594	41075451	ENSG00000010803	-
18__58696365__58700591__ENSG00000172175	18	58696365	58700591	ENSG00000172175	+
3__149846010__149921227__ENSG00000082996	3	149846010	149921227	ENSG00000082996	+
7__155665174__155680908__ENSG00000184863	7	155665174	155680908	ENSG00000184863	+
1__35358924__35361789__ENSG00000146463	1	35358924	35361789	ENSG00000146463	+
1__155675009__155679512__ENSG00000163374	1	155675009	155679512	ENSG00000163374	-
22__32478980__32479275__ENSG00000100225	22	32478980	32479275	ENSG00000100225	+
3__158122102__158123991__ENSG00000174891	3	158122102	158123991	ENSG00000174891	+
11__33286412__33287511__ENSG00000110422	11	33286412	33287511	ENSG00000110422	+
6__13579450__13584225__ENSG00000124523	6	13579450	13584225	ENSG00000124523	+
1__117402185__117442325__ENSG00000198162	1	117402185	117442325	ENSG00000198162	+
14__102040235__102040673__ENSG00000197102	14	102040235	102040673	ENSG00000197102	+
12__69800208__69801721__ENSG00000127328	12	69800208	69801721	ENSG00000127328	+
9__131506113__131506453__ENSG00000130714	9	131506113	131506453	ENSG00000130714	+
9__104750955__104759171__ENSG00000136783	9	104750955	104759171	ENSG00000136783	+
9__135881632__135883078__ENSG00000130559	9	135881632	135883078	ENSG00000130559	-
7__72890626__72891110__ENSG00000196313	7	72890626	72891110	ENSG00000196313	+
10__68959805__68960249__ENSG00000165732	10	68959805	68960249	ENSG00000165732	+
1__146987233__146991285__ENSG00000268043	1	146987233	146991285	ENSG00000268043	+
1__146985704__146989746__ENSG00000268043	1	146985704	146989746	ENSG00000268043	+
12__46229152__46254936__ENSG00000111371	12	46229152	46254936	ENSG00000111371	-
X__53403565__53403893__ENSG00000072501	X	53403565	53403893	ENSG00000072501	-
9__33971650__33973237__ENSG00000137073	9	33971650	33973237	ENSG00000137073	-
19__18539370__18539720__ENSG00000105701	19	18539370	18539720	ENSG00000105701	-
7__158869854__158876691__ENSG00000126870	7	158869854	158876691	ENSG00000126870	+
11__130260855__130261929__ENSG00000196323	11	130260855	130261929	ENSG00000196323	-
1__9931890__9934860__ENSG00000162441	1	9931890	9934860	ENSG00000162441	-
19__21405128__21405856__ENSG00000196268	19	21405128	21405856	ENSG00000196268	+
7__64543706__64544432__ENSG00000173041	7	64543706	64544432	ENSG00000173041	-
11__77624962__77625818__ENSG00000074201	11	77624962	77625818	ENSG00000074201	-
1__23030468__23050520__ENSG00000004487	1	23030468	23050520	ENSG00000004487	+
3__47097954__47106120__ENSG00000181555	3	47097954	47106120	ENSG00000181555	-
3__31576395__31580096__ENSG00000163527	3	31576395	31580096	ENSG00000163527	+
7__27629370__27649633__ENSG00000106049	7	27629370	27649633	ENSG00000106049	-
1__146986351__146990517__ENSG00000268043	1	146986351	146990517	ENSG00000268043	+
16__27213584__27215008__ENSG00000155666	16	27213584	27215008	ENSG00000155666	+
4__53414614__53428183__ENSG00000145216	4	53414614	53428183	ENSG00000145216	+
2__30525586__30533314__ENSG00000172954	2	30525586	30533314	ENSG00000172954	+
3__138570317__138572932__ENSG00000114107	3	138570317	138572932	ENSG00000114107	-
18__9524593__9525851__ENSG00000017797	18	9524593	9525851	ENSG00000017797	+
9__121161855__121162271__ENSG00000119397	9	121161855	121162271	ENSG00000119397	+
8__27294079__27294310__ENSG00000104228	8	27294079	27294310	ENSG00000104228	-
12__100282942__100298175__ENSG00000136021	12	100282942	100298175	ENSG00000136021	+
9__83682950__83686155__ENSG00000135018	9	83682950	83686155	ENSG00000135018	-
10__101667885__101676436__ENSG00000107829	10	101667885	101676436	ENSG00000107829	-
5__109713519__109716264__ENSG00000112893	5	109713519	109716264	ENSG00000112893	+
10__48401611__48410168__ENSG00000107643	10	48401611	48410168	ENSG00000107643	+
13__77719531__77753358__ENSG00000139737	13	77719531	77753358	ENSG00000139737	+
5__109713519__109729513__ENSG00000112893	5	109713519	109729513	ENSG00000112893	+
15__44331987__44338317__ENSG00000166734	15	44331987	44338317	ENSG00000166734	+
14__50150007__50150230__ENSG00000100485	14	50150007	50150230	ENSG00000100485	-
11__108301647__108304852__ENSG00000149311	11	108301647	108304852	ENSG00000149311	+
17__47361377__47379253__ENSG00000178852	17	47361377	47379253	ENSG00000178852	+
1__92333390__92380873__ENSG00000122484	1	92333390	92380873	ENSG00000122484	+
16__30496096__30496566__ENSG00000005844	16	30496096	30496566	ENSG00000005844	+
2__61522610__61526521__ENSG00000082898	2	61522610	61526521	ENSG00000082898	-
15__65178933__65180204__ENSG00000166855	15	65178933	65180204	ENSG00000166855	-
10__110124016__110132400__ENSG00000148700	10	110124016	110132400	ENSG00000148700	+
22__45178237__45178900__ENSG00000093000	22	45178237	45178900	ENSG00000093000	+
1__52515890__52526373__ENSG00000134744	1	52515890	52526373	ENSG00000134744	-
3__107710451__107716849__ENSG00000114439	3	107710451	107716849	ENSG00000114439	+
9__85618982__85633374__ENSG00000135049	9	85618982	85633374	ENSG00000135049	-
1__20770929__20773610__ENSG00000127483	1	20770929	20773610	ENSG00000127483	-
5__56864733__56865977__ENSG00000095015	5	56864733	56865977	ENSG00000095015	+
2__226864603__226867318__ENSG00000144468	2	226864603	226867318	ENSG00000144468	+
16__57164000__57173869__ENSG00000172775	16	57164000	57173869	ENSG00000172775	-
X__101041316__101042312__ENSG00000188917	X	101041316	101042312	ENSG00000188917	-
1__29154695__29154910__ENSG00000116350	1	29154695	29154910	ENSG00000116350	-
1__110891391__110892533__ENSG00000143119	1	110891391	110892533	ENSG00000143119	+
9__93471140__93498886__ENSG00000048828	9	93471140	93498886	ENSG00000048828	+
3__169976945__169988359__ENSG00000008952	3	169976945	169988359	ENSG00000008952	+
17__59353214__59353526__ENSG00000175155	17	59353214	59353526	ENSG00000175155	+
15__89113724__89116521__ENSG00000140526	15	89113724	89116521	ENSG00000140526	+
14__21230318__21234229__ENSG00000092199	14	21230318	21234229	ENSG00000092199	-
10__110124016__110130486__ENSG00000148700	10	110124016	110130486	ENSG00000148700	+
6__82214226__82214829__ENSG00000005700	6	82214226	82214829	ENSG00000005700	-
2__37316236__37317179__ENSG00000115825	2	37316236	37317179	ENSG00000115825	-
2__72718102__72733118__ENSG00000144036	2	72718102	72733118	ENSG00000144036	-
3__134188836__134195182__ENSG00000163785	3	134188836	134195182	ENSG00000163785	-
5__131677702__131709272__ENSG00000217128	5	131677702	131709272	ENSG00000217128	-
8__73673106__73688813__ENSG00000040341	8	73673106	73688813	ENSG00000040341	-
2__54050957__54057360__ENSG00000170634	2	54050957	54057360	ENSG00000170634	+
6__4891712__4892379__ENSG00000153046	6	4891712	4892379	ENSG00000153046	+
1__149077207__149082174__ENSG00000269713	1	149077207	149082174	ENSG00000269713	-
5__171392709__171392978__ENSG00000181163	5	171392709	171392978	ENSG00000181163	+
19__5604582__5604936__ENSG00000130254	19	5604582	5604936	ENSG00000130254	-
15__84680712__84691644__ENSG00000140612	15	84680712	84691644	ENSG00000140612	-
8__38114191__38119363__ENSG00000129691	8	38114191	38119363	ENSG00000129691	+
2__230357804__230361697__ENSG00000185404	2	230357804	230361697	ENSG00000185404	+
9__37126311__37147445__ENSG00000147905	9	37126311	37147445	ENSG00000147905	+
17__47402131__47414919__ENSG00000178852	17	47402131	47414919	ENSG00000178852	+
14__91342379__91343657__ENSG00000015133	14	91342379	91343657	ENSG00000015133	-
8__18011236__18011827__ENSG00000078674	8	18011236	18011827	ENSG00000078674	+
17__59731420__59738947__ENSG00000062716	17	59731420	59738947	ENSG00000062716	+
6__13632369__13644729__ENSG00000010017	6	13632369	13644729	ENSG00000010017	-
8__102360070__102361626__ENSG00000104517	8	102360070	102361626	ENSG00000104517	-
9__96458378__96458541__ENSG00000130956	9	96458378	96458541	ENSG00000130956	+
7__24623665__24668660__ENSG00000105926	7	24623665	24668660	ENSG00000105926	+
2__63856305__63857936__ENSG00000169764	2	63856305	63857936	ENSG00000169764	+
1__52493610__52509712__ENSG00000134744	1	52493610	52509712	ENSG00000134744	-
18__32111753__32113860__ENSG00000134758	18	32111753	32113860	ENSG00000134758	+
20__41533049__41551360__ENSG00000124177	20	41533049	41551360	ENSG00000124177	-
10__27142386__27145590__ENSG00000136758	10	27142386	27145590	ENSG00000136758	-
15__63532646__63537156__ENSG00000140455	15	63532646	63537156	ENSG00000140455	+
2__106145189__106166083__ENSG00000115652	2	106145189	106166083	ENSG00000115652	-
3__171188701__171194635__ENSG00000154310	3	171188701	171194635	ENSG00000154310	-
X__65075473__65075912__ENSG00000102053	X	65075473	65075912	ENSG00000102053	+
5__103096540__103097781__ENSG00000145723	5	103096540	103097781	ENSG00000145723	-
9__93471140__93476338__ENSG00000048828	9	93471140	93476338	ENSG00000048828	+
1__113829591__113834439__ENSG00000134242	1	113829591	113834439	ENSG00000134242	-
4__36228581__36229645__ENSG00000047365	4	36228581	36229645	ENSG00000047365	-
20__35714184__35725155__ENSG00000131051	20	35714184	35725155	ENSG00000131051	-
3__43299753__43303792__ENSG00000163788	3	43299753	43303792	ENSG00000163788	+
12__69589484__69592159__ENSG00000166226	12	69589484	69592159	ENSG00000166226	+
19__19806030__19807068__ENSG00000081665	19	19806030	19807068	ENSG00000081665	-
3__3156218__3174261__ENSG00000113851	3	3156218	3174261	ENSG00000113851	-
17__49311311__49312042__ENSG00000198740	17	49311311	49312042	ENSG00000198740	-
9__96458378__96465778__ENSG00000130956	9	96458378	96465778	ENSG00000130956	+
21__36247516__36248568__ENSG00000142197	21	36247516	36248568	ENSG00000142197	+
3__129880308__129880559__ENSG00000172765	3	129880308	129880559	ENSG00000172765	-
12__46239678__46254936__ENSG00000111371	12	46239678	46254936	ENSG00000111371	-
14__49825866__49831361__ENSG00000165525	14	49825866	49831361	ENSG00000165525	-
1__185214506__185231708__ENSG00000116668	1	185214506	185231708	ENSG00000116668	+
5__132892163__132893118__ENSG00000072364	5	132892163	132893118	ENSG00000072364	-
9__85669484__85712566__ENSG00000135049	9	85669484	85712566	ENSG00000135049	-
17__79077429__79077864__ENSG00000167280	17	79077429	79077864	ENSG00000167280	+
12__56666203__56670364__ENSG00000110958	12	56666203	56670364	ENSG00000110958	-
1__70292387__70315566__ENSG00000118454	1	70292387	70315566	ENSG00000118454	-
6__144537581__144539443__ENSG00000152818	6	144537581	144539443	ENSG00000152818	+
3__141512162__141540609__ENSG00000155903	3	141512162	141540609	ENSG00000155903	+
15__75859877__75873568__ENSG00000140367	15	75859877	75873568	ENSG00000140367	+
10__45939360__45962994__ENSG00000239883	10	45939360	45962994	ENSG00000239883	-
2__121757239__121761524__ENSG00000211460	2	121757239	121761524	ENSG00000211460	+
6__75702644__75703072__ENSG00000112701	6	75702644	75703072	ENSG00000112701	+
12__42210354__42210680__ENSG00000015153	12	42210354	42210680	ENSG00000015153	-
17__61984170__61985090__ENSG00000108510	17	61984170	61985090	ENSG00000108510	-
8__61680967__61684188__ENSG00000198363	8	61680967	61684188	ENSG00000198363	-
13__50927406__50949505__ENSG00000136104	13	50927406	50949505	ENSG00000136104	+
5__21491320__21495182__ENSG00000183666	5	21491320	21495182	ENSG00000183666	+
3__170145422__170149244__ENSG00000173889	3	170145422	170149244	ENSG00000173889	-
10__110964124__110985765__ENSG00000108061	10	110964124	110985765	ENSG00000108061	+
10__84371013__84373815__ENSG00000107771	10	84371013	84373815	ENSG00000107771	+
7__27629370__27632445__ENSG00000106049	7	27629370	27632445	ENSG00000106049	-
15__62007307__62013992__ENSG00000129003	15	62007307	62013992	ENSG00000129003	-
2__233388256__233390483__ENSG00000077044	2	233388256	233390483	ENSG00000077044	+
1__151166933__151167414__ENSG00000163156	1	151166933	151167414	ENSG00000163156	+
7__140355667__140358785__ENSG00000157800	7	140355667	140358785	ENSG00000157800	-
1__66891153__66905375__ENSG00000152763	1	66891153	66905375	ENSG00000152763	-
6__145888019__145894977__ENSG00000146414	6	145888019	145894977	ENSG00000146414	-
2__201145377__201149835__ENSG00000003402	2	201145377	201149835	ENSG00000003402	+
6__158312050__158314268__ENSG00000130338	6	158312050	158314268	ENSG00000130338	+
18__76849525__76851939__ENSG00000130856	18	76849525	76851939	ENSG00000130856	+
1__230954332__230961303__ENSG00000143643	1	230954332	230961303	ENSG00000143643	-
9__133412298__133412921__ENSG00000148300	9	133412298	133412921	ENSG00000148300	-
2__230442936__230450255__ENSG00000067066	2	230442936	230450255	ENSG00000067066	+
21__39206107__39212707__ENSG00000185658	21	39206107	39212707	ENSG00000185658	-
3__16301625__16303592__ENSG00000154814	3	16301625	16303592	ENSG00000154814	+
13__28174271__28177935__ENSG00000152520	13	28174271	28177935	ENSG00000152520	+
19__29971192__29986417__ENSG00000105176	19	29971192	29986417	ENSG00000105176	+
1__36361220__36362656__ENSG00000196182	1	36361220	36362656	ENSG00000196182	-
19__40583397__40583717__ENSG00000160410	19	40583397	40583717	ENSG00000160410	+
16__11846500__11847806__ENSG00000171490	16	11846500	11847806	ENSG00000171490	-
17__29684562__29703062__ENSG00000141298	17	29684562	29703062	ENSG00000141298	-
14__22906194__22911403__ENSG00000100461	14	22906194	22911403	ENSG00000100461	-
12__28305648__28391411__ENSG00000123106	12	28305648	28391411	ENSG00000123106	+
2__238182064__238185287__ENSG00000132323	2	238182064	238185287	ENSG00000132323	-
7__27785162__27785489__ENSG00000106052	7	27785162	27785489	ENSG00000106052	+
17__12054888__12081530__ENSG00000065559	17	12054888	12081530	ENSG00000065559	+
16__69695135__69695379__ENSG00000102908	16	69695135	69695379	ENSG00000102908	+
6__87215902__87218731__ENSG00000188994	6	87215902	87218731	ENSG00000188994	+
11__107390073__107392895__ENSG00000152404	11	107390073	107392895	ENSG00000152404	-
12__51299202__51299714__ENSG00000110934	12	51299202	51299714	ENSG00000110934	-
X__118654601__118654961__ENSG00000147251	X	118654601	118654961	ENSG00000147251	+
7__73686635__73687095__ENSG00000071462	7	73686635	73687095	ENSG00000071462	+
19__39453355__39453521__ENSG00000196235	19	39453355	39453521	ENSG00000196235	+
5__32135571__32143880__ENSG00000113384	5	32135571	32143880	ENSG00000113384	-
18__21765771__21779685__ENSG00000101752	18	21765771	21779685	ENSG00000101752	+
8__47396375__47407961__ENSG00000164808	8	47396375	47407961	ENSG00000164808	+
18__62539680__62550460__ENSG00000141664	18	62539680	62550460	ENSG00000141664	+
10__7276891__7285954__ENSG00000198879	10	7276891	7285954	ENSG00000198879	-
7__12224225__12229819__ENSG00000106460	7	12224225	12229819	ENSG00000106460	+
4__48369848__48383784__ENSG00000109171	4	48369848	48383784	ENSG00000109171	+
10__31908171__31910563__ENSG00000165322	10	31908171	31910563	ENSG00000165322	-
8__28155941__28162078__ENSG00000134014	8	28155941	28162078	ENSG00000134014	+
11__131466__134796__ENSG00000230724	11	131466	134796	ENSG00000230724	-
14__101901718__101906529__ENSG00000078304	14	101901718	101906529	ENSG00000078304	+
19__19640084__19640571__ENSG00000089639	19	19640084	19640571	ENSG00000089639	-
8__70213902__70216764__ENSG00000140396	8	70213902	70216764	ENSG00000140396	-
3__18378169__18420991__ENSG00000182568	3	18378169	18420991	ENSG00000182568	-
19__19492305__19492712__ENSG00000167491	19	19492305	19492712	ENSG00000167491	+
3__141553856__141559995__ENSG00000155903	3	141553856	141559995	ENSG00000155903	+
1__112653597__112659779__ENSG00000116489	1	112653597	112659779	ENSG00000116489	+
3__67495797__67498295__ENSG00000172340	3	67495797	67498295	ENSG00000172340	-
11__77619605__77629899__ENSG00000074201	11	77619605	77629899	ENSG00000074201	-
X__53614533__53615835__ENSG00000086758	X	53614533	53615835	ENSG00000086758	-
6__35312301__35312772__ENSG00000023892	6	35312301	35312772	ENSG00000023892	+
3__138570317__138571356__ENSG00000114107	3	138570317	138571356	ENSG00000114107	-
21__44855209__44861271__ENSG00000183255	21	44855209	44861271	ENSG00000183255	-
11__59658865__59659469__ENSG00000166889	11	59658865	59659469	ENSG00000166889	-
11__73707419__73718718__ENSG00000175582	11	73707419	73718718	ENSG00000175582	-
1__146989573__146993707__ENSG00000268043	1	146989573	146993707	ENSG00000268043	+
6__116689319__116705160__ENSG00000196911	6	116689319	116705160	ENSG00000196911	+
2__232787149__232796221__ENSG00000204120	2	232787149	232796221	ENSG00000204120	+
13__60439687__60467379__ENSG00000083544	13	60439687	60467379	ENSG00000083544	+
5__139614585__139614966__ENSG00000131508	5	139614585	139614966	ENSG00000131508	+
4__51863436__51891851__ENSG00000109184	4	51863436	51891851	ENSG00000109184	+
15__49235850__49239367__ENSG00000156958	15	49235850	49239367	ENSG00000156958	+
17__78004169__78031842__ENSG00000078687	17	78004169	78031842	ENSG00000078687	+
X__118542724__118546116__ENSG00000147251	X	118542724	118546116	ENSG00000147251	+
1__180003173__180006567__ENSG00000135837	1	180003173	180006567	ENSG00000135837	+
1__32279670__32280210__ENSG00000182866	1	32279670	32280210	ENSG00000182866	+
7__156826604__156836885__ENSG00000105983	7	156826604	156836885	ENSG00000105983	-
8__132722039__132757294__ENSG00000165071	8	132722039	132757294	ENSG00000165071	-
9__6880011__6893232__ENSG00000107077	9	6880011	6893232	ENSG00000107077	+
5__21495097__21497196__ENSG00000183666	5	21495097	21497196	ENSG00000183666	+
10__84438511__84477664__ENSG00000107771	10	84438511	84477664	ENSG00000107771	+
X__77652113__77656653__ENSG00000085224	X	77652113	77656653	ENSG00000085224	-
2__88801098__88804880__ENSG00000230006	2	88801098	88804880	ENSG00000230006	+
11__108327644__108332037__ENSG00000149311	11	108327644	108332037	ENSG00000149311	+
1__29035825__29039426__ENSG00000159023	1	29035825	29039426	ENSG00000159023	+
5__72861807__72865729__ENSG00000083312	5	72861807	72865729	ENSG00000083312	+
5__65988634__66014725__ENSG00000112851	5	65988634	66014725	ENSG00000112851	+
20__32366383__32371874__ENSG00000171456	20	32366383	32371874	ENSG00000171456	+
14__73147794__73148094__ENSG00000080815	14	73147794	73148094	ENSG00000080815	+
7__24623665__24650712__ENSG00000105926	7	24623665	24650712	ENSG00000105926	+
16__1809237__1809833__ENSG00000063854	16	1809237	1809833	ENSG00000063854	-
4__38089931__38103157__ENSG00000065882	4	38089931	38103157	ENSG00000065882	+
12__120154969__120155719__ENSG00000089154	12	120154969	120155719	ENSG00000089154	-
9__37424844__37426654__ENSG00000137106	9	37424844	37426654	ENSG00000137106	+
7__6814763__6823360__ENSG00000146574	7	6814763	6823360	ENSG00000146574	-
5__94643272__94654752__ENSG00000133302	5	94643272	94654752	ENSG00000133302	+
9__74996446__75017448__ENSG00000156017	9	74996446	75017448	ENSG00000156017	-
19__12928341__12928847__ENSG00000179115	19	12928341	12928847	ENSG00000179115	-
6__7303549__7310029__ENSG00000124783	6	7303549	7310029	ENSG00000124783	-
12__121780871__121781192__ENSG00000139725	12	121780871	121781192	ENSG00000139725	-
18__9195550__9221999__ENSG00000101745	18	9195550	9221999	ENSG00000101745	+
5__133091192__133092789__ENSG00000170606	5	133091192	133092789	ENSG00000170606	+
13__42953947__42970670__ENSG00000133106	13	42953947	42970670	ENSG00000133106	-
15__58912562__58913696__ENSG00000137776	15	58912562	58913696	ENSG00000137776	-
4__39737419__39774933__ENSG00000078140	4	39737419	39774933	ENSG00000078140	+
8__67251298__67259926__ENSG00000066777	8	67251298	67259926	ENSG00000066777	-
15__92996956__93002317__ENSG00000173575	15	92996956	93002317	ENSG00000173575	+
13__49451552__49451909__ENSG00000136169	13	49451552	49451909	ENSG00000136169	+
6__36524340__36540207__ENSG00000112079	6	36524340	36540207	ENSG00000112079	-
3__3137259__3144710__ENSG00000072756	3	3137259	3144710	ENSG00000072756	+
X__80791853__80793772__ENSG00000165288	X	80791853	80793772	ENSG00000165288	-
1__149057334__149059808__ENSG00000269713	1	149057334	149059808	ENSG00000269713	-
10__119515508__119527424__ENSG00000148908	10	119515508	119527424	ENSG00000148908	-
15__98707561__98708107__ENSG00000140443	15	98707561	98708107	ENSG00000140443	+
11__108329020__108332037__ENSG00000149311	11	108329020	108332037	ENSG00000149311	+
1__13730999__13742157__ENSG00000116731	1	13730999	13742157	ENSG00000116731	+
9__96458378__96471094__ENSG00000130956	9	96458378	96471094	ENSG00000130956	+
5__50402285__50411383__ENSG00000170571	5	50402285	50411383	ENSG00000170571	-
11__34957383__34978182__ENSG00000110435	11	34957383	34978182	ENSG00000110435	+
12__12244261__12244655__ENSG00000070018	12	12244261	12244655	ENSG00000070018	-
1__59339957__59378837__ENSG00000172456	1	59339957	59378837	ENSG00000172456	+
5__154033790__154034967__ENSG00000055147	5	154033790	154034967	ENSG00000055147	-
1__31915894__31919658__ENSG00000184007	1	31915894	31919658	ENSG00000184007	-
5__176943334__176958154__ENSG00000087206	5	176943334	176958154	ENSG00000087206	-
2__226864603__226914351__ENSG00000144468	2	226864603	226914351	ENSG00000144468	+
